subsidiary_id,order_id,order_timestamp,customer_id,region,country,city,channel,sku,category,qty,unit_price,discount_pct,coupon_code,total_amount,order_date
SUB001,ORD-000019,2025-08-31 18:36:00,CUST-7396,North America,USA,Los Angeles,Retail,SPT-004,Sports,62,217.68,40.1,,8084.2,2025-09-01
SUB001,ORD-000020,2025-09-01 05:13:00,CUST-1998,Europe,Spain,Barcelona,Mobile App,BOOK-004,Books,20,193.95,21.77,WELCOME20,3034.54,2025-09-02
SUB001,ORD-000021,2024-05-28 21:06:00,CUST-2122,Asia Pacific,Singapore,Singapore,Online,BOOK-004,Books,65,919.78,53.11,,663.11,2024-05-29
SUB001,ORD-000022,2024-02-04 21:34:00,CUST-9565,Asia Pacific,Japan,Kyoto,Retail,SPT-001,Sports,73,249.98,59.45,DISCOUNT15,7399.78,2024-02-05
SUB001,ORD-000023,2024-07-19 13:01:00,CUST-1152,Europe,France,Paris,Wholesale,CLO-003,Clothing,51,135.22,64.55,,2444.71,2024-07-20
SUB001,ORD-000024,2025-08-21 16:37:00,CUST-3584,Europe,Italy,Naples,Online,ELEC-005,Electronics,28,508.35,13.25,,3555.18,2025-08-22
SUB001,ORD-000025,2023-12-21 20:04:00,CUST-5333,Europe,Italy,Naples,Wholesale,BOOK-005,Books,2,669.52,55.46,,596.41,2023-12-22
SUB001,ORD-000026,2025-02-02 07:29:00,CUST-1832,North America,USA,Los Angeles,Wholesale,HOME-005,Home & Garden,27,719.02,20.36,,6378.95,2025-02-03
SUB001,ORD-000027,2024-08-04 06:15:00,CUST-1158,North America,Mexico,Guadalajara,Wholesale,ELEC-001,Electronics,43,772.26,63.71,SAVE10,2693.35,2024-08-05
SUB001,ORD-000028,2024-12-19 12:03:00,CUST-6862,North America,USA,Los Angeles,Online,HOME-005,Home & Garden,71,152.35,12.74,,9438.78,2024-12-20
SUB001,ORD-000029,2025-03-02 18:09:00,CUST-7755,North America,Mexico,Mexico City,Online,HOME-005,Home & Garden,53,973.96,74.95,,9265.05,2025-03-03
SUB001,ORD-000030,2024-07-06 16:48:00,CUST-6728,North America,USA,Chicago,Mobile App,CLO-003,Clothing,21,788.43,10.81,SAVE10,8734.44,2024-07-07
SUB001,ORD-000031,2024-11-05 03:28:00,CUST-9785,Europe,Germany,Berlin,Online,CLO-004,Clothing,43,282.21,6.94,SAVE10,7755.93,2024-11-06
SUB001,ORD-000032,2024-11-11 00:10:00,CUST-8149,Europe,UK,London,Wholesale,CLO-005,Clothing,34,43.07,59.66,,590.73,2024-11-12
SUB001,ORD-000033,2023-11-27 00:13:00,CUST-4228,Asia Pacific,Japan,Osaka,Retail,HOME-001,Home & Garden,91,438.87,51.99,DISCOUNT15,8084.45,2023-11-28
SUB001,ORD-000034,2024-12-18 02:34:00,CUST-7592,Europe,Spain,Madrid,Wholesale,BOOK-003,Books,85,848.77,71.98,,3073.19,2024-12-19
SUB001,ORD-000035,2024-09-10 06:07:00,CUST-5978,Asia Pacific,Singapore,Singapore,Retail,SPT-004,Sports,87,749.39,17.4,,5734.14,2024-09-11
SUB001,ORD-000036,2025-05-10 02:55:00,CUST-9445,Europe,Germany,Munich,Wholesale,SPT-004,Sports,57,677.24,51.12,,7957.97,2025-05-11
SUB001,ORD-000037,2024-07-01 04:06:00,CUST-8461,Asia Pacific,Singapore,Singapore,Retail,HOME-002,Home & Garden,26,151.62,4.62,,3759.99,2024-07-02
SUB001,ORD-000038,2025-07-13 10:46:00,CUST-9486,Europe,Italy,Rome,Mobile App,SPT-004,Sports,32,151.83,68.76,,1517.81,2025-07-14
SUB001,ORD-000039,2024-04-06 04:40:00,CUST-9270,Europe,UK,Birmingham,Retail,ELEC-004,Electronics,18,802.4,66.76,SAVE10,4800.92,2024-04-07
SUB001,ORD-000040,2025-01-20 07:29:00,CUST-4919,Europe,Italy,Milan,Retail,SPT-004,Sports,34,753.01,83.99,DISCOUNT15,4098.93,2025-01-21
SUB001,ORD-000041,2025-06-11 19:46:00,CUST-3503,Europe,Spain,Madrid,Wholesale,CLO-003,Clothing,43,323.11,54.02,SAVE10,6388.34,2025-06-12
SUB001,ORD-000042,2024-09-27 05:16:00,CUST-7232,Asia Pacific,Australia,Sydney,Mobile App,SPT-003,Sports,70,468.59,6.23,,8345.61,2024-09-28
SUB001,ORD-000043,2025-03-19 08:46:00,CUST-8140,Europe,UK,Manchester,Wholesale,SPT-004,Sports,69,748.77,54.61,,6072.19,2025-03-20
SUB001,ORD-000044,2024-05-02 23:02:00,CUST-1444,Europe,UK,Manchester,Wholesale,SPT-002,Sports,60,919.93,98.07,SAVE10,1065.28,2024-05-03
SUB001,ORD-000045,2024-07-22 13:39:00,CUST-5558,North America,Mexico,Guadalajara,Retail,SPT-002,Sports,7,263.85,32.74,SAVE10,1242.26,2024-07-23
SUB001,ORD-000046,2024-01-04 21:11:00,CUST-1659,Europe,France,Paris,Mobile App,ELEC-005,Electronics,7,999.9,35.0,DISCOUNT15,4549.55,2024-01-05
SUB001,ORD-000047,2024-04-01 17:31:00,CUST-5198,North America,USA,Los Angeles,Online,BOOK-002,Books,31,130.59,66.95,DISCOUNT15,1337.96,2024-04-02
SUB001,ORD-000048,2024-03-20 02:02:00,CUST-7498,Europe,Germany,Hamburg,Online,CLO-003,Clothing,14,580.79,92.89,SAVE10,578.12,2024-03-21
SUB001,ORD-000049,2025-09-18 12:26:00,CUST-7071,Asia Pacific,Australia,Sydney,Retail,ELEC-003,Electronics,88,602.4,12.11,SAVE10,9840.05,2025-09-19
SUB001,ORD-000050,2024-07-17 01:51:00,CUST-3885,North America,Mexico,Guadalajara,Online,SPT-004,Sports,14,436.35,36.22,SAVE10,3896.26,2024-07-18
SUB001,ORD-000051,2025-08-03 15:04:00,CUST-4995,Asia Pacific,Singapore,Singapore,Mobile App,SPT-005,Sports,35,325.69,24.55,SAVE10,8600.66,2025-08-04
SUB001,ORD-000052,2025-02-08 13:43:00,CUST-5526,Europe,Italy,Naples,Mobile App,HOME-001,Home & Garden,64,851.69,18.18,WELCOME20,2199.98,2025-02-09
SUB001,ORD-000053,2024-06-30 03:15:00,CUST-8342,Asia Pacific,Japan,Kyoto,Retail,ELEC-002,Electronics,93,409.39,55.52,SAVE10,2479.2,2024-07-01
SUB001,ORD-000054,2024-11-12 10:13:00,CUST-6419,North America,USA,Chicago,Retail,SPT-002,Sports,40,665.63,36.9,WELCOME20,5579.38,2024-11-13
SUB001,ORD-000055,2024-04-30 01:49:00,CUST-4545,Europe,Spain,Barcelona,Wholesale,HOME-002,Home & Garden,16,722.67,31.55,,7914.68,2024-05-01
SUB001,ORD-000056,2025-10-16 01:26:00,CUST-5494,Asia Pacific,South Korea,Busan,Wholesale,ELEC-002,Electronics,38,231.34,17.94,,7213.83,2025-10-17
SUB001,ORD-000057,2024-08-05 13:49:00,CUST-5136,North America,USA,Chicago,Retail,SPT-001,Sports,2,576.19,46.94,,611.45,2024-08-06
SUB001,ORD-000058,2024-04-02 14:55:00,CUST-2940,Europe,UK,London,Mobile App,SPT-001,Sports,74,631.29,5.36,,1577.05,2024-04-03
SUB001,ORD-000059,2024-12-22 05:21:00,CUST-2625,Asia Pacific,South Korea,Seoul,Mobile App,SPT-004,Sports,39,860.86,99.0,,335.74,2024-12-23
SUB001,ORD-000060,2025-10-28 10:32:00,CUST-8699,North America,Mexico,Mexico City,Wholesale,ELEC-002,Electronics,31,177.94,7.51,DISCOUNT15,5101.88,2025-10-29
SUB001,ORD-000061,2024-01-29 05:18:00,CUST-7965,Europe,UK,London,Wholesale,HOME-004,Home & Garden,10,688.94,92.39,,524.28,2024-01-30
SUB001,ORD-000062,2024-02-29 00:08:00,CUST-5728,North America,Mexico,Mexico City,Retail,HOME-002,Home & Garden,10,64.34,79.26,WELCOME20,133.44,2024-03-01
SUB001,ORD-000063,2024-08-14 00:40:00,CUST-5102,Europe,UK,Manchester,Wholesale,SPT-003,Sports,65,542.28,43.78,WELCOME20,6020.56,2024-08-15
SUB001,ORD-000064,2024-05-17 03:32:00,CUST-3973,North America,USA,Los Angeles,Online,HOME-005,Home & Garden,6,764.29,17.52,,3782.32,2024-05-18
SUB001,ORD-000065,2025-05-19 13:34:00,CUST-9117,Asia Pacific,South Korea,Busan,Online,SPT-003,Sports,53,336.64,67.01,DISCOUNT15,5886.05,2025-05-20
SUB001,ORD-000066,2024-09-12 07:08:00,CUST-9889,Europe,Spain,Valencia,Online,SPT-001,Sports,41,256.13,11.59,,9284.23,2024-09-13
SUB001,ORD-000067,2025-04-05 15:25:00,CUST-5719,Europe,Spain,Madrid,Retail,BOOK-003,Books,80,757.65,62.54,,7623.9,2025-04-06
SUB001,ORD-000068,2024-04-13 10:55:00,CUST-2858,Europe,Spain,Madrid,Online,BOOK-002,Books,91,162.58,55.08,,6645.82,2024-04-14
SUB001,ORD-000069,2024-07-04 16:31:00,CUST-3369,Europe,UK,Birmingham,Retail,SPT-003,Sports,66,706.88,41.55,WELCOME20,4876.74,2024-07-05
SUB001,ORD-000070,2024-05-29 15:08:00,CUST-5634,Europe,Germany,Hamburg,Retail,ELEC-003,Electronics,99,791.05,41.49,,9349.05,2024-05-30
SUB001,ORD-000071,2024-04-22 11:31:00,CUST-4090,Asia Pacific,Singapore,Singapore,Retail,SPT-005,Sports,62,348.39,55.19,,9679.04,2024-04-23
SUB001,ORD-000072,2024-10-05 11:18:00,CUST-3492,Asia Pacific,Australia,Brisbane,Mobile App,CLO-004,Clothing,6,321.58,47.3,DISCOUNT15,1016.84,2024-10-06
SUB001,ORD-000073,2025-06-05 10:05:00,CUST-3529,Europe,UK,London,Wholesale,ELEC-004,Electronics,13,528.32,45.69,DISCOUNT15,3730.1,2025-06-06
SUB001,ORD-000074,2023-12-10 06:36:00,CUST-8994,North America,Canada,Vancouver,Wholesale,BOOK-004,Books,84,84.91,32.86,,4788.72,2023-12-11
SUB001,ORD-000075,2024-01-21 01:05:00,CUST-8269,Asia Pacific,Japan,Kyoto,Online,CLO-003,Clothing,30,748.03,43.4,,1074.59,2024-01-22
SUB001,ORD-000076,2025-06-03 16:27:00,CUST-3950,North America,Mexico,Guadalajara,Online,ELEC-003,Electronics,8,296.9,37.48,SAVE10,1484.98,2025-06-04
SUB001,ORD-000077,2025-02-12 09:44:00,CUST-1153,North America,USA,New York,Mobile App,BOOK-002,Books,64,913.26,14.31,DISCOUNT15,4665.38,2025-02-13
SUB001,ORD-000078,2023-11-24 15:31:00,CUST-4263,Europe,France,Marseille,Retail,ELEC-004,Electronics,45,987.7,29.92,,9624.08,2023-11-25
SUB001,ORD-000079,2025-01-01 23:07:00,CUST-7484,Europe,Spain,Madrid,Retail,SPT-005,Sports,46,576.93,99.27,DISCOUNT15,193.73,2025-01-02
SUB001,ORD-000080,2025-03-20 03:48:00,CUST-5106,Europe,UK,Birmingham,Online,BOOK-004,Books,37,776.85,23.01,WELCOME20,8039.12,2025-03-21
SUB001,ORD-000081,2025-06-18 21:02:00,CUST-6352,Asia Pacific,Australia,Brisbane,Online,ELEC-003,Electronics,57,38.2,36.49,,1382.87,2025-06-19
SUB001,ORD-000082,2025-05-15 15:02:00,CUST-5835,Asia Pacific,South Korea,Seoul,Retail,CLO-005,Clothing,47,533.19,91.35,SAVE10,2167.68,2025-05-16
SUB001,ORD-000083,2024-09-19 06:37:00,CUST-7464,Asia Pacific,Singapore,Singapore,Mobile App,ELEC-002,Electronics,97,966.66,86.01,,7269.74,2024-09-20
SUB001,ORD-000084,2024-01-16 12:54:00,CUST-4830,North America,Canada,Montreal,Online,SPT-003,Sports,87,750.26,26.22,DISCOUNT15,3872.15,2024-01-17
SUB001,ORD-000085,2023-11-13 14:19:00,CUST-2911,Europe,UK,Birmingham,Wholesale,BOOK-002,Books,83,67.9,82.39,SAVE10,992.45,2023-11-14
SUB001,ORD-000086,2024-09-28 09:37:00,CUST-9850,North America,USA,New York,Wholesale,SPT-001,Sports,13,238.62,53.75,DISCOUNT15,1434.7,2024-09-29
SUB001,ORD-000087,2025-01-17 22:16:00,CUST-4559,Europe,Italy,Naples,Retail,SPT-001,Sports,63,617.57,93.91,,2369.43,2025-01-18
SUB001,ORD-000088,2025-01-21 17:53:00,CUST-2501,Europe,Spain,Madrid,Wholesale,ELEC-003,Electronics,70,902.18,64.48,SAVE10,699.45,2025-01-22
SUB001,ORD-000089,2025-04-03 21:07:00,CUST-4394,Asia Pacific,Australia,Brisbane,Online,ELEC-003,Electronics,32,988.87,78.7,WELCOME20,6740.14,2025-04-04
SUB001,ORD-000090,2025-06-19 06:44:00,CUST-2801,Asia Pacific,Australia,Sydney,Wholesale,CLO-005,Clothing,1,280.89,98.4,,4.49,2025-06-20
SUB001,ORD-000091,2024-08-25 07:53:00,CUST-2041,Asia Pacific,Japan,Tokyo,Online,HOME-002,Home & Garden,76,327.15,17.42,DISCOUNT15,618.75,2024-08-26
SUB001,ORD-000092,2023-12-26 07:41:00,CUST-1510,Europe,Spain,Barcelona,Online,SPT-005,Sports,29,945.68,4.34,SAVE10,7853.94,2023-12-27
SUB001,ORD-000093,2024-02-16 19:56:00,CUST-5505,North America,Canada,Vancouver,Mobile App,ELEC-004,Electronics,92,910.14,7.35,,899.82,2024-02-17
SUB001,ORD-000094,2025-07-05 03:19:00,CUST-4522,Asia Pacific,Singapore,Singapore,Wholesale,SPT-005,Sports,78,433.04,79.31,WELCOME20,6988.49,2025-07-06
SUB001,ORD-000095,2023-12-19 15:37:00,CUST-8770,Europe,Spain,Madrid,Mobile App,HOME-004,Home & Garden,52,418.91,9.51,,4324.96,2023-12-20
SUB001,ORD-000096,2024-03-09 06:25:00,CUST-3002,North America,USA,New York,Online,SPT-001,Sports,96,740.09,81.18,,5608.06,2024-03-10
SUB001,ORD-000097,2025-05-25 02:30:00,CUST-2773,Europe,France,Marseille,Mobile App,ELEC-003,Electronics,77,315.88,10.36,,5123.38,2025-05-26
SUB001,ORD-000098,2024-02-02 04:17:00,CUST-1430,Europe,Italy,Milan,Online,HOME-005,Home & Garden,29,808.18,84.52,DISCOUNT15,3628.08,2024-02-03
SUB001,ORD-000099,2023-12-27 11:56:00,CUST-1502,Asia Pacific,Singapore,Singapore,Retail,HOME-003,Home & Garden,44,354.26,18.14,,1518.19,2023-12-28
SUB001,ORD-000100,2024-12-02 05:22:00,CUST-1861,North America,Mexico,Mexico City,Mobile App,SPT-004,Sports,44,161.62,31.16,,4895.41,2024-12-03
SUB001,ORD-000101,2025-03-24 07:53:00,CUST-8043,North America,USA,New York,Online,HOME-004,Home & Garden,85,426.89,60.71,,4200.41,2025-03-25
SUB001,ORD-000102,2025-09-04 23:47:00,CUST-4460,North America,Canada,Montreal,Mobile App,BOOK-003,Books,6,224.41,98.44,,21.0,2025-09-05
SUB001,ORD-000103,2023-11-10 16:28:00,CUST-6802,North America,Canada,Vancouver,Wholesale,ELEC-001,Electronics,64,748.27,17.57,WELCOME20,3864.05,2023-11-11
SUB001,ORD-000104,2024-03-20 10:24:00,CUST-7843,North America,Canada,Montreal,Online,SPT-001,Sports,59,921.55,86.21,SAVE10,7497.82,2024-03-21
SUB001,ORD-000105,2024-08-09 20:45:00,CUST-7560,Europe,UK,Manchester,Online,HOME-002,Home & Garden,80,462.79,68.96,SAVE10,3682.34,2024-08-10
SUB001,ORD-000106,2024-05-05 07:48:00,CUST-6752,Asia Pacific,Japan,Osaka,Wholesale,HOME-002,Home & Garden,43,780.21,7.64,,6368.92,2024-05-06
SUB001,ORD-000107,2023-12-29 21:49:00,CUST-9095,Asia Pacific,Australia,Sydney,Online,CLO-003,Clothing,26,177.63,15.29,DISCOUNT15,3912.23,2023-12-30
SUB001,ORD-000108,2025-08-22 08:32:00,CUST-5961,Europe,Italy,Naples,Mobile App,BOOK-005,Books,42,864.92,62.72,DISCOUNT15,1594.48,2025-08-23
SUB001,ORD-000109,2025-01-10 21:19:00,CUST-9307,Europe,Italy,Rome,Wholesale,BOOK-001,Books,40,464.43,3.76,,3750.5,2025-01-11
SUB001,ORD-000110,2024-06-04 19:57:00,CUST-2695,Europe,Spain,Valencia,Online,SPT-005,Sports,84,192.3,60.5,SAVE10,6380.51,2024-06-05
SUB001,ORD-000111,2025-05-21 12:37:00,CUST-7347,Europe,UK,Birmingham,Retail,ELEC-002,Electronics,91,440.57,43.94,,5275.2,2025-05-22
SUB001,ORD-000112,2025-01-13 15:14:00,CUST-3463,Europe,France,Marseille,Online,HOME-001,Home & Garden,43,99.03,67.84,DISCOUNT15,1369.47,2025-01-14
SUB001,ORD-000113,2025-08-05 14:25:00,CUST-6381,Europe,UK,Birmingham,Retail,HOME-003,Home & Garden,84,699.98,39.2,SAVE10,5990.9,2025-08-06
SUB001,ORD-000114,2025-03-25 13:11:00,CUST-4145,North America,Mexico,Mexico City,Mobile App,BOOK-003,Books,3,365.78,18.03,SAVE10,899.49,2025-03-26
SUB001,ORD-000115,2024-05-09 22:18:00,CUST-3147,North America,USA,Los Angeles,Online,HOME-001,Home & Garden,65,772.01,83.51,,8274.79,2024-05-10
SUB001,ORD-000116,2025-03-01 09:21:00,CUST-8355,Asia Pacific,South Korea,Seoul,Retail,CLO-005,Clothing,22,722.57,4.37,,3706.56,2025-03-02
SUB001,ORD-000117,2025-01-15 11:28:00,CUST-7859,North America,Mexico,Mexico City,Wholesale,SPT-002,Sports,48,679.91,57.04,WELCOME20,4461.91,2025-01-16
SUB001,ORD-000118,2025-06-25 14:55:00,CUST-5469,North America,USA,Los Angeles,Wholesale,ELEC-004,Electronics,48,556.76,10.26,,8474.33,2025-06-26
SUB001,ORD-000119,2024-09-01 22:35:00,CUST-7126,Europe,Italy,Rome,Mobile App,ELEC-002,Electronics,58,885.2,93.05,WELCOME20,3568.24,2024-09-02
SUB001,ORD-000120,2024-01-04 13:10:00,CUST-3254,North America,Canada,Toronto,Wholesale,CLO-001,Clothing,41,931.16,83.92,,6138.95,2024-01-05
SUB001,ORD-000121,2025-02-10 17:07:00,CUST-9991,North America,Canada,Vancouver,Retail,SPT-004,Sports,79,10.22,7.92,,743.44,2025-02-11
SUB001,ORD-000122,2024-02-01 09:56:00,CUST-9189,Asia Pacific,South Korea,Seoul,Wholesale,CLO-003,Clothing,16,52.51,41.98,,487.46,2024-02-02
SUB001,ORD-000123,2024-03-25 10:49:00,CUST-2402,Asia Pacific,Japan,Kyoto,Retail,CLO-003,Clothing,55,6.56,35.28,DISCOUNT15,233.51,2024-03-26
SUB001,ORD-000124,2025-02-13 00:59:00,CUST-2106,Asia Pacific,Singapore,Singapore,Online,SPT-004,Sports,6,637.49,98.1,,72.67,2025-02-14
SUB001,ORD-000125,2024-01-11 18:07:00,CUST-8612,Europe,Germany,Hamburg,Online,BOOK-003,Books,18,49.11,54.6,DISCOUNT15,401.33,2024-01-12
SUB001,ORD-000126,2025-04-09 22:40:00,CUST-9444,Asia Pacific,South Korea,Seoul,Retail,ELEC-004,Electronics,5,296.97,4.38,,1419.81,2025-04-10
SUB001,ORD-000127,2023-12-29 13:43:00,CUST-7029,Europe,Italy,Milan,Wholesale,ELEC-002,Electronics,37,360.19,78.08,,2921.28,2023-12-30
SUB001,ORD-000128,2024-05-17 15:09:00,CUST-7955,Europe,Spain,Valencia,Mobile App,SPT-003,Sports,24,498.72,49.75,,6014.56,2024-05-18
SUB001,ORD-000129,2025-01-01 14:32:00,CUST-7981,North America,Canada,Montreal,Retail,BOOK-003,Books,42,107.08,32.79,WELCOME20,3022.68,2025-01-02
SUB001,ORD-000130,2025-01-22 03:10:00,CUST-2229,North America,Mexico,Guadalajara,Wholesale,SPT-001,Sports,94,870.68,35.26,,9981.68,2025-01-23
SUB001,ORD-000131,2025-03-03 03:37:00,CUST-7272,Asia Pacific,South Korea,Busan,Retail,ELEC-002,Electronics,78,679.69,43.82,,1349.68,2025-03-04
SUB001,ORD-000132,2024-10-20 11:40:00,CUST-5566,Asia Pacific,Japan,Kyoto,Retail,SPT-003,Sports,48,446.72,7.69,DISCOUNT15,1463.18,2024-10-21
SUB001,ORD-000133,2023-11-10 09:47:00,CUST-5678,North America,USA,New York,Retail,SPT-005,Sports,50,913.97,11.78,WELCOME20,7772.14,2023-11-11
SUB001,ORD-000134,2025-08-02 02:06:00,CUST-6692,Asia Pacific,South Korea,Seoul,Online,CLO-001,Clothing,58,176.79,71.34,,2938.74,2025-08-03
SUB001,ORD-000135,2024-10-25 07:46:00,CUST-4292,Asia Pacific,Japan,Kyoto,Wholesale,HOME-002,Home & Garden,92,711.01,70.02,,1823.5,2024-10-26
SUB001,ORD-000136,2024-04-14 19:21:00,CUST-2077,North America,USA,Houston,Online,HOME-005,Home & Garden,74,372.06,80.37,,5404.62,2024-04-15
SUB001,ORD-000137,2024-12-10 03:56:00,CUST-8632,Europe,Spain,Valencia,Mobile App,BOOK-004,Books,99,412.38,57.49,SAVE10,1340.73,2024-12-11
SUB001,ORD-000138,2025-05-27 14:50:00,CUST-6286,Asia Pacific,Singapore,Singapore,Retail,CLO-004,Clothing,65,911.15,5.54,,1329.19,2025-05-28
SUB001,ORD-000139,2025-06-24 03:41:00,CUST-9740,Asia Pacific,Australia,Melbourne,Wholesale,ELEC-003,Electronics,26,636.88,55.08,WELCOME20,7438.25,2025-06-25
SUB001,ORD-000140,2025-09-18 23:55:00,CUST-5336,North America,Mexico,Mexico City,Retail,CLO-005,Clothing,93,902.48,33.76,,9246.9,2025-09-19
SUB001,ORD-000141,2024-12-25 08:45:00,CUST-7653,Asia Pacific,Australia,Brisbane,Mobile App,BOOK-001,Books,64,889.54,54.56,DISCOUNT15,6454.88,2024-12-26
SUB001,ORD-000142,2024-12-14 01:40:00,CUST-6658,Europe,Spain,Madrid,Online,CLO-004,Clothing,54,486.83,20.4,DISCOUNT15,6105.93,2024-12-15
SUB001,ORD-000143,2025-06-08 20:57:00,CUST-7293,Europe,Germany,Munich,Online,HOME-002,Home & Garden,60,126.91,44.96,,4191.08,2025-06-09
SUB001,ORD-000144,2024-06-07 07:31:00,CUST-6055,Asia Pacific,South Korea,Seoul,Retail,HOME-005,Home & Garden,93,316.15,76.31,SAVE10,6965.32,2024-06-08
SUB001,ORD-000145,2025-09-09 14:29:00,CUST-8710,Europe,UK,London,Mobile App,BOOK-004,Books,31,219.07,35.29,WELCOME20,4394.57,2025-09-10
SUB001,ORD-000146,2024-10-21 22:35:00,CUST-4189,Europe,Italy,Rome,Online,SPT-002,Sports,34,728.86,76.39,,5850.85,2024-10-22
SUB001,ORD-000147,2023-12-04 04:53:00,CUST-2584,Europe,Italy,Milan,Online,SPT-005,Sports,58,765.57,27.97,,9891.99,2023-12-05
SUB001,ORD-000148,2025-06-12 01:39:00,CUST-9508,Europe,France,Lyon,Wholesale,CLO-002,Clothing,78,511.57,50.01,SAVE10,548.5,2025-06-13
SUB001,ORD-000149,2024-12-28 05:39:00,CUST-9351,Europe,Germany,Hamburg,Retail,HOME-005,Home & Garden,41,166.69,99.06,WELCOME20,64.24,2024-12-29
SUB001,ORD-000150,2024-03-12 14:10:00,CUST-1436,Asia Pacific,South Korea,Busan,Mobile App,ELEC-003,Electronics,43,675.43,97.99,DISCOUNT15,583.77,2024-03-13
SUB001,ORD-000151,2024-02-04 11:51:00,CUST-4968,Asia Pacific,South Korea,Busan,Retail,ELEC-005,Electronics,62,174.66,62.9,DISCOUNT15,4017.53,2024-02-05
SUB001,ORD-000152,2024-06-04 04:02:00,CUST-2020,North America,Mexico,Mexico City,Retail,ELEC-004,Electronics,41,421.68,41.3,SAVE10,2118.53,2024-06-05
SUB001,ORD-000153,2024-07-17 06:39:00,CUST-6804,Asia Pacific,Australia,Brisbane,Retail,BOOK-003,Books,85,480.97,37.68,WELCOME20,9571.18,2024-07-18
SUB001,ORD-000154,2024-12-30 14:15:00,CUST-9011,Asia Pacific,Singapore,Singapore,Retail,CLO-003,Clothing,72,302.0,94.15,,1272.02,2024-12-31
SUB001,ORD-000155,2024-11-11 19:42:00,CUST-5712,Europe,Spain,Barcelona,Wholesale,HOME-001,Home & Garden,74,678.23,37.97,,9803.58,2024-11-12
SUB001,ORD-000156,2024-04-03 01:43:00,CUST-2789,Asia Pacific,Japan,Osaka,Mobile App,HOME-004,Home & Garden,28,206.06,53.86,,2662.13,2024-04-04
SUB001,ORD-000157,2024-07-04 20:17:00,CUST-1084,Asia Pacific,Australia,Sydney,Online,BOOK-002,Books,82,236.67,10.02,,3369.9,2024-07-05
