order_id,order_date,customer_id,sku,model,category,order_type,channel,quantity,unit_price,discount_code,discount_amount,total_amount,payment_method,order_status,city,region,ship_date,browser,os,session_id
ORD-W-000113,2024-10-10 03:45:00,CUST-00116,SKU-0024,Roomba j7+,Home Appliances,WEB,instagram_shop,3,477.19,SUMMER25,357.89,1073.68,UPI,CONFIRMED,Bangalore,South,,Opera,macOS Ventura,SESS-971415
ORD-W-000114,2024-04-23 14:56:00,CUST-00021,SKU-0006,MacBook Pro M3,Laptops,WEB,instagram_shop,1,2140.81,SAVE10,214.08,1926.73,DEBIT_CARD,SHIPPED,Kolkata,East,2024-04-27,Safari,macOS Ventura,SESS-129556
ORD-W-000115,2024-11-28 10:50:00,CUST-00115,SKU-0007,Dell XPS 15,Laptops,WEB,facebook_shop,1,1546.38,,0.0,1546.38,EMI,DELIVERED,Bangalore,South,2024-12-02,Opera,Windows 11,SESS-183074
ORD-W-000116,2024-04-20 04:35:00,CUST-00078,SKU-0017,Adidas Ultraboost 22,Footwear,WEB,own_website,4,180.4,,0.0,721.6,DEBIT_CARD,CONFIRMED,Hyderabad,South,,Chrome,Windows 11,SESS-350021
ORD-W-000117,2024-11-14 14:04:00,CUST-00075,SKU-0041,Face Moisturizer SPF30,Beauty & Personal Care,WEB,instagram_shop,1,43.05,SAVE10,4.3,38.75,DEBIT_CARD,DELIVERED,Lucknow,North,2024-11-16,Edge,Windows 11,SESS-744674
ORD-W-000118,2024-10-19 13:11:00,CUST-00130,SKU-0016,Nike Air Max 270,Footwear,WEB,facebook_shop,2,113.28,,0.0,226.56,WALLET,CONFIRMED,Jaipur,North,,Opera,macOS Sonoma,SESS-121322
ORD-W-000119,2024-01-23 20:24:00,CUST-00188,SKU-0031,LEGO Technic,Toys & Games,WEB,instagram_shop,5,41.1,SAVE10,20.55,184.95,UPI,SHIPPED,Delhi,North,2024-01-25,Chrome,macOS Sonoma,SESS-870899
ORD-W-000120,2024-01-23 11:34:00,,,Lenovo ThinkPad X1,Laptops,WEB,facebook_shop,1,1717.18,,0.0,1717.18,COD,RETURNED,Ahmedabad,West,2024-01-25,Firefox,Windows 11,SESS-850827
ORD-W-000121,2024-05-30 06:02:00,CUST-00122,SKU-0003,Pixel 8,Mobile Phones,WEB,instagram_shop,3,748.94,,0.0,2246.82,NETBANKING,CANCELLED,Jaipur,North,2024-06-04,Safari,Windows 11,SESS-889882
ORD-W-000122,2024-07-01 01:55:00,CUST-00099,SKU-0019,Zara Trench Coat,Apparel,WEB,google_shopping,2,110.2,,0.0,220.4,COD,DELIVERED,Pune,West,2024-07-05,Safari,macOS Ventura,SESS-620306
ORD-W-000123,2024-09-22 08:51:00,CUST-00083,SKU-0024,Roomba j7+,Home Appliances,WEB,instagram_shop,1,429.3,,0.0,429.3,WALLET,DELIVERED,Bangalore,South,2024-09-25,Chrome,Windows 11,SESS-443848
ORD-W-000124,2024-08-16 19:45:00,CUST-00071,SKU-0020,H&M Hoodie,Apparel,WEB,facebook_shop,1,51.12,,0.0,51.12,WALLET,DELIVERED,Kolkata,East,2024-08-20,Chrome,Windows 11,SESS-803787
ORD-W-000125,2024-09-19 23:43:00,CUST-00200,SKU-0024,Roomba j7+,Home Appliances,WEB,instagram_shop,0,385.15,,0.0,385.15,DEBIT_CARD,PLACED,Delhi,North,,Safari,Ubuntu 22.04,SESS-501451
ORD-W-000126,2024-11-05 04:43:00,CUST-00094,SKU-0003,Pixel 8,Mobile Phones,WEB,affiliate,1,658.98,,0.0,658.98,DEBIT_CARD,DELIVERED,Lucknow,North,2024-11-10,Edge,Ubuntu 22.04,SESS-781113
ORD-W-000127,2024-02-28 00:47:00,CUST-00055,SKU-0016,Nike Air Max 270,Footwear,WEB,facebook_shop,1,127.33,FESTIVE20,25.47,101.86,COD,SHIPPED,Hyderabad,South,2024-03-03,Opera,Ubuntu 22.04,SESS-827691
ORD-W-000128,2024-03-03 04:54:00,CUST-00182,SKU-0013,Kindle Paperwhite,Tablets & Accessories,WEB,instagram_shop,1,133.08,,0.0,133.08,COD,RETURNED,Kolkata,East,2024-03-06,Chrome,macOS Sonoma,SESS-668507
ORD-W-000129,2024-03-21 22:45:00,CUST-00061,SKU-0020,H&M Hoodie,Apparel,WEB,facebook_shop,4,50.47,,0.0,201.88,DEBIT_CARD,DELIVERED,Delhi,North,2024-03-23,Edge,Windows 11,SESS-478427
ORD-W-000130,2024-07-07 14:51:00,CUST-00185,SKU-0037,Creatine Monohydrate,Health & Fitness,WEB,affiliate,5,22.06,FESTIVE20,22.06,88.24,COD,CONFIRMED,Pune,West,,Edge,macOS Sonoma,SESS-530749
ORD-W-000131,2024-02-07 04:20:00,CUST-00151,SKU-0037,Creatine Monohydrate,Health & Fitness,WEB,instagram_shop,2,24.06,,0.0,48.12,COD,CONFIRMED,Jaipur,North,,Firefox,macOS Ventura,SESS-553633
ORD-W-000132,2024-03-04 16:09:00,CUST-00065,SKU-0004,OnePlus 12,Mobile Phones,WEB,affiliate,1,711.5,FLAT50,355.75,355.75,UPI,SHIPPED,Jaipur,North,2024-03-05,Firefox,macOS Sonoma,SESS-387782
ORD-W-000133,2024-06-04 19:34:00,CUST-00155,SKU-0041,Face Moisturizer SPF30,Beauty & Personal Care,WEB,google_shopping,1,40.41,NEWUSER15,6.06,34.35,COD,CONFIRMED,Lucknow,North,,Safari,macOS Sonoma,SESS-143195
ORD-W-000134,2024-01-24 20:49:00,CUST-00075,SKU-0006,MacBook Pro M3,Laptops,WEB,own_website,2,2530.94,,0.0,5061.88,NETBANKING,DELIVERED,Mumbai,West,2024-01-29,Safari,Windows 10,SESS-356773
ORD-W-000135,2024-08-20 02:44:00,CUST-00081,SKU-0020,H&M Hoodie,Apparel,WEB,instagram_shop,1,48.0,,0.0,48.0,WALLET,DELIVERED,Kolkata,East,2024-08-22,Safari,Ubuntu 22.04,SESS-518084
ORD-W-000136,2024-07-08 16:35:00,CUST-00013,SKU-0049,Fish Tank 20G,Pet Supplies,WEB,google_shopping,1,72.83,FESTIVE20,14.57,58.26,DEBIT_CARD,SHIPPED,Chennai,South,2024-07-09,Safari,Windows 10,SESS-745270
ORD-W-000137,2024-03-22 10:59:00,CUST-00079,SKU-0016,Nike Air Max 270,Footwear,WEB,instagram_shop,2,120.66,NEWUSER15,36.2,205.12,NETBANKING,DELIVERED,Jaipur,North,2024-03-26,Edge,Windows 11,SESS-194423
ORD-W-000138,2024-08-22 07:13:00,CUST-00003,SKU-0033,PS5 Controller,Gaming Accessories,WEB,instagram_shop,2,59.49,SUMMER25,29.75,89.23,UPI,DELIVERED,Ahmedabad,West,2024-08-27,Chrome,Windows 10,SESS-240440
ORD-W-000139,2024-07-06 12:23:00,CUST-00130,SKU-0047,Cat Litter 20L,Pet Supplies,WEB,facebook_shop,1,38.83,FLAT50,19.41,19.42,CREDIT_CARD,SHIPPED,Hyderabad,South,2024-07-10,Edge,macOS Sonoma,SESS-393308
ORD-W-000140,2024-11-08 03:08:00,CUST-00051,SKU-0044,Electric Toothbrush,Beauty & Personal Care,WEB,affiliate,5,-71.14,,0.0,355.7,EMI,DELIVERED,Kolkata,East,2024-11-10,Opera,macOS Sonoma,SESS-520884
ORD-W-000141,2024-01-24 01:08:00,CUST-00084,SKU-0003,Pixel 8,Mobile Phones,WEB,affiliate,2,734.64,,0.0,1469.28,DEBIT_CARD,CONFIRMED,Jaipur,North,,Opera,Ubuntu 22.04,SESS-270395
ORD-W-000142,2024-06-02 18:21:00,CUST-00095,SKU-0040,Foam Roller,Health & Fitness,WEB,instagram_shop,2,21.5,,0.0,43.0,NETBANKING,DELIVERED,Hyderabad,South,2024-06-03,Safari,Windows 11,SESS-536774
ORD-W-000143,2024-12-18 20:01:00,CUST-00135,SKU-0020,H&M Hoodie,Apparel,WEB,affiliate,2,45.82,FLAT50,45.82,45.82,NETBANKING,DELIVERED,Lucknow,North,2024-12-20,Opera,Windows 10,SESS-254954
ORD-W-000144,2024-10-20 22:07:00,CUST-00129,SKU-0003,Pixel 8,Mobile Phones,WEB,google_shopping,1,671.22,,0.0,671.22,NETBANKING,CONFIRMED,Chennai,South,,Opera,Windows 10,SESS-989587
ORD-W-000145,2024-03-11 16:13:00,CUST-00137,SKU-0046,Dog Food Premium 10kg,Pet Supplies,WEB,own_website,2,93.46,,0.0,186.92,DEBIT_CARD,DELIVERED,Kolkata,East,2024-03-15,Safari,macOS Sonoma,SESS-471496
ORD-W-000146,2024-09-04 06:15:00,CUST-00082,SKU-0040,Foam Roller,Health & Fitness,WEB,facebook_shop,1,20.34,SUMMER25,5.08,15.26,COD,DELIVERED,Chennai,South,2024-09-08,Edge,Ubuntu 22.04,SESS-687713
ORD-W-000147,2024-03-03 18:43:00,CUST-00074,SKU-0019,Zara Trench Coat,Apparel,WEB,facebook_shop,2,128.87,,0.0,257.74,UPI,DELIVERED,Bangalore,South,2024-03-04,Chrome,Ubuntu 22.04,SESS-563864
ORD-W-000148,2024-09-02 06:12:00,CUST-00151,SKU-0048,Bird Cage Deluxe,Pet Supplies,WEB,facebook_shop,3,110.13,SUMMER25,82.6,247.79,COD,CONFIRMED,Lucknow,North,,Firefox,macOS Ventura,SESS-153231
ORD-W-000149,2024-11-22 07:03:00,CUST-00141,SKU-0015,Sony WH-1000XM5,Audio,WEB,affiliate,1,325.47,,0.0,325.47,CREDIT_CARD,CONFIRMED,Bangalore,South,,Firefox,Windows 10,SESS-784607
ORD-W-000150,2024-11-29 06:48:00,,SKU-0031,LEGO Technic,Toys & Games,WEB,instagram_shop,0,41.86,SAVE10,20.93,188.37,COD,CANCELLED,Delhi,North,2024-12-04,Firefox,macOS Sonoma,SESS-874568
ORD-W-000151,2024-08-01 05:59:00,CUST-00010,SKU-0012,Samsung Tab S9,Tablets & Accessories,WEB,own_website,4,878.34,,0.0,3513.36,COD,DELIVERED,Bangalore,South,2024-08-04,Chrome,Ubuntu 22.04,SESS-695551
ORD-W-000152,2024-06-20 09:29:00,CUST-00120,SKU-0007,Dell XPS 15,Laptops,WEB,affiliate,5,1773.5,,0.0,8867.5,EMI,CANCELLED,Bangalore,South,2024-06-25,Safari,macOS Ventura,SESS-948102
ORD-W-000153,2024-03-24 23:29:00,CUST-00045,SKU-0022,Philips Air Fryer,Kitchen Appliances,WEB,own_website,2,92.67,SAVE10,18.53,166.81,WALLET,DELIVERED,Hyderabad,South,2024-03-26,Opera,Windows 10,SESS-967161
ORD-W-000154,2024-06-16 02:25:00,CUST-00099,SKU-0033,PS5 Controller,Gaming Accessories,WEB,instagram_shop,2,61.84,NEWUSER15,18.55,105.13,CREDIT_CARD,DELIVERED,Chennai,South,2024-06-19,Firefox,Windows 10,SESS-890371
ORD-W-000155,2024-06-03 18:46:00,CUST-00120,SKU-0022,Philips Air Fryer,Kitchen Appliances,WEB,facebook_shop,2,82.38,,0.0,164.76,COD,DELIVERED,Mumbai,West,2024-06-04,Safari,macOS Ventura,SESS-525110
ORD-W-000156,2024-06-08 22:07:00,CUST-00040,SKU-0046,Dog Food Premium 10kg,Pet Supplies,WEB,affiliate,2,92.24,,0.0,184.48,DEBIT_CARD,DELIVERED,Chennai,South,2024-06-12,Edge,macOS Sonoma,SESS-491774
ORD-W-000157,2024-10-08 15:48:00,CUST-00135,SKU-0045,Sunscreen SPF50,Beauty & Personal Care,WEB,instagram_shop,2,20.32,FLAT50,20.32,20.32,EMI,DELIVERED,Lucknow,North,2024-10-09,Edge,macOS Sonoma,SESS-837952
ORD-W-000158,2024-10-15 03:03:00,CUST-00134,SKU-0005,Redmi Note 13,Mobile Phones,WEB,facebook_shop,3,321.64,FLAT50,482.46,482.46,DEBIT_CARD,DELIVERED,Bangalore,South,2024-10-18,Edge,Windows 11,SESS-813341
ORD-W-000159,2024-10-25 15:05:00,CUST-00145,SKU-0046,Dog Food Premium 10kg,Pet Supplies,WEB,google_shopping,4,81.72,SAVE10,32.69,294.19,NETBANKING,DELIVERED,Jaipur,North,2024-10-29,Chrome,macOS Sonoma,SESS-584838
ORD-W-000160,2024-01-12 12:16:00,CUST-00017,SKU-0047,Cat Litter 20L,Pet Supplies,WEB,facebook_shop,3,-46.64,FESTIVE20,27.98,111.94,COD,PLACED,Kolkata,East,,Opera,Windows 11,SESS-172371
ORD-W-000161,2024-05-26 13:11:00,CUST-00097,SKU-0003,Pixel 8,Mobile Phones,WEB,instagram_shop,3,727.98,,0.0,2183.94,NETBANKING,SHIPPED,Pune,West,2024-05-30,Chrome,macOS Sonoma,SESS-239449
ORD-W-000162,2024-04-01 17:25:00,CUST-00173,SKU-0008,HP Spectre x360,Laptops,WEB,facebook_shop,2,1650.11,FLAT50,1650.11,1650.11,UPI,DELIVERED,Mumbai,West,2024-04-05,Opera,Windows 10,SESS-657772
ORD-W-000163,2024-05-06 14:22:00,CUST-00197,SKU-0015,Sony WH-1000XM5,Audio,WEB,instagram_shop,1,313.09,FESTIVE20,62.62,250.47,WALLET,PLACED,Pune,West,,Chrome,macOS Ventura,SESS-316092
ORD-W-000164,2024-10-31 01:28:00,CUST-00060,SKU-0007,Dell XPS 15,Laptops,WEB,own_website,2,1845.45,SAVE10,369.09,3321.81,NETBANKING,SHIPPED,Mumbai,West,2024-11-04,Opera,macOS Ventura,SESS-891030
ORD-W-000165,2024-09-14 09:14:00,CUST-00037,SKU-0009,Lenovo ThinkPad X1,Laptops,WEB,own_website,3,1754.86,,0.0,5264.58,DEBIT_CARD,DELIVERED,Kolkata,East,2024-09-17,Opera,macOS Ventura,SESS-533649
ORD-W-000166,2024-02-01 17:37:00,CUST-00135,SKU-0018,Levi's 501 Jeans,Apparel,WEB,facebook_shop,4,75.45,,0.0,301.8,UPI,DELIVERED,Mumbai,West,2024-02-05,Safari,Windows 10,SESS-528090
ORD-W-000167,2024-07-11 05:48:00,CUST-00015,SKU-0020,H&M Hoodie,Apparel,WEB,google_shopping,2,45.51,FLAT50,45.51,45.51,EMI,SHIPPED,Bangalore,South,2024-07-15,Opera,Windows 10,SESS-536740
ORD-W-000168,2024-03-09 12:15:00,CUST-00186,SKU-0034,Xbox Series Controller,Gaming Accessories,WEB,affiliate,1,60.62,FESTIVE20,12.12,48.5,CREDIT_CARD,CANCELLED,Kolkata,East,2024-03-14,Firefox,Windows 11,SESS-381502
ORD-W-000169,2024-11-05 19:02:00,CUST-00055,SKU-0044,Electric Toothbrush,Beauty & Personal Care,WEB,instagram_shop,4,67.28,FLAT50,134.56,134.56,UPI,DELIVERED,Kolkata,East,2024-11-06,Firefox,Windows 11,SESS-883159
ORD-W-000170,2024-12-22 19:45:00,CUST-00167,SKU-0016,Nike Air Max 270,Footwear,WEB,instagram_shop,1,140.24,,0.0,140.24,NETBANKING,DELIVERED,Pune,West,2024-12-27,Safari,Ubuntu 22.04,SESS-374267
ORD-W-000171,2024-09-11 14:06:00,CUST-00012,SKU-0033,PS5 Controller,Gaming Accessories,WEB,facebook_shop,3,71.11,,0.0,213.33,UPI,CANCELLED,Kolkata,East,2024-09-15,Opera,macOS Ventura,SESS-877259
ORD-W-000172,2024-05-13 17:59:00,CUST-00098,SKU-0002,iPhone 15,Mobile Phones,WEB,google_shopping,2,1131.97,SUMMER25,565.99,1697.95,DEBIT_CARD,CONFIRMED,Kolkata,East,,Opera,macOS Ventura,SESS-623555
ORD-W-000173,2024-12-16 10:16:00,CUST-00185,SKU-0042,Vitamin C Serum,Beauty & Personal Care,WEB,affiliate,3,34.03,,0.0,102.09,DEBIT_CARD,DELIVERED,Kolkata,East,2024-12-18,Opera,Windows 10,SESS-292988
ORD-W-000174,2024-01-31 16:02:00,CUST-00018,SKU-0042,Vitamin C Serum,Beauty & Personal Care,WEB,affiliate,3,30.4,SAVE10,9.12,82.08,DEBIT_CARD,DELIVERED,Pune,West,2024-02-02,Firefox,Windows 11,SESS-329344
ORD-W-000175,2024-07-10 01:39:00,CUST-00142,SKU-0030,Sapiens,Books,WEB,affiliate,0,27.09,,0.0,54.18,CREDIT_CARD,DELIVERED,Mumbai,West,2024-07-15,Edge,Windows 11,SESS-117538
ORD-W-000176,2024-05-20 17:18:00,CUST-00135,SKU-0047,Cat Litter 20L,Pet Supplies,WEB,affiliate,1,47.4,,0.0,47.4,CREDIT_CARD,DELIVERED,Bangalore,South,2024-05-21,Firefox,macOS Ventura,SESS-301255
ORD-W-000177,2024-05-09 11:17:00,CUST-00077,SKU-0034,Xbox Series Controller,Gaming Accessories,WEB,affiliate,3,56.53,,0.0,169.59,COD,DELIVERED,Chennai,South,2024-05-11,Chrome,Windows 11,SESS-198042
ORD-W-000178,2024-07-12 17:30:00,CUST-00085,SKU-0025,KitchenAid Mixer,Kitchen Appliances,WEB,instagram_shop,1,340.09,NEWUSER15,51.01,289.08,COD,CONFIRMED,Pune,West,,Opera,Windows 11,SESS-653815
ORD-W-000179,2024-04-18 22:56:00,CUST-00169,SKU-0015,Sony WH-1000XM5,Audio,WEB,own_website,2,320.3,FESTIVE20,128.12,512.48,WALLET,DELIVERED,Hyderabad,South,2024-04-23,Chrome,macOS Ventura,SESS-991737
ORD-W-000180,2024-04-16 18:09:00,,SKU-0002,iPhone 15,Mobile Phones,WEB,facebook_shop,3,-1129.97,,0.0,3389.91,DEBIT_CARD,CANCELLED,Hyderabad,South,2024-04-21,Firefox,macOS Sonoma,SESS-975194
ORD-W-000181,2024-10-03 10:24:00,CUST-00112,SKU-0044,Electric Toothbrush,Beauty & Personal Care,WEB,instagram_shop,3,66.37,FESTIVE20,39.82,159.29,CREDIT_CARD,DELIVERED,Kolkata,East,2024-10-04,Firefox,Windows 11,SESS-457137
ORD-W-000182,2024-11-10 19:25:00,CUST-00092,SKU-0050,Pet Carrier Bag,Pet Supplies,WEB,affiliate,5,51.24,SUMMER25,64.05,192.15,NETBANKING,DELIVERED,Ahmedabad,West,2024-11-12,Opera,Windows 10,SESS-552825
ORD-W-000183,2024-10-26 21:24:00,CUST-00098,SKU-0044,Electric Toothbrush,Beauty & Personal Care,WEB,google_shopping,1,75.35,FLAT50,37.67,37.68,UPI,DELIVERED,Delhi,North,2024-10-28,Firefox,Windows 10,SESS-432061
ORD-W-000184,2024-02-16 00:19:00,CUST-00115,SKU-0007,Dell XPS 15,Laptops,WEB,facebook_shop,1,1871.57,FESTIVE20,374.31,1497.26,NETBANKING,CONFIRMED,Bangalore,South,,Opera,macOS Sonoma,SESS-637333
ORD-W-000185,2024-01-14 02:22:00,CUST-00100,SKU-0007,Dell XPS 15,Laptops,WEB,instagram_shop,2,1797.62,,0.0,3595.24,UPI,CANCELLED,Mumbai,West,2024-01-18,Chrome,macOS Sonoma,SESS-354533
ORD-W-000186,2024-03-27 21:24:00,CUST-00071,SKU-0034,Xbox Series Controller,Gaming Accessories,WEB,affiliate,1,59.62,SUMMER25,14.9,44.72,DEBIT_CARD,DELIVERED,Delhi,North,2024-03-31,Edge,Ubuntu 22.04,SESS-607753
ORD-W-000187,2024-05-08 07:46:00,CUST-00102,SKU-0024,Roomba j7+,Home Appliances,WEB,own_website,2,448.3,FLAT50,448.3,448.3,UPI,DELIVERED,Bangalore,South,2024-05-09,Safari,macOS Sonoma,SESS-498343
ORD-W-000188,2024-06-20 13:52:00,CUST-00123,SKU-0029,Dune,Books,WEB,facebook_shop,3,22.28,NEWUSER15,10.03,56.81,COD,SHIPPED,Lucknow,North,2024-06-22,Safari,macOS Ventura,SESS-517584
ORD-W-000189,2024-12-21 20:31:00,CUST-00145,SKU-0019,Zara Trench Coat,Apparel,WEB,facebook_shop,5,125.46,,0.0,627.3,UPI,SHIPPED,Pune,West,2024-12-22,Firefox,macOS Sonoma,SESS-672133
ORD-W-000190,2024-10-08 00:46:00,CUST-00173,SKU-0044,Electric Toothbrush,Beauty & Personal Care,WEB,google_shopping,1,77.03,,0.0,77.03,EMI,DELIVERED,Delhi,North,2024-10-12,Edge,macOS Ventura,SESS-764100
ORD-W-000191,2024-05-09 21:09:00,CUST-00103,SKU-0016,Nike Air Max 270,Footwear,WEB,facebook_shop,2,136.14,FESTIVE20,54.46,217.82,NETBANKING,DELIVERED,Lucknow,North,2024-05-14,Opera,macOS Sonoma,SESS-825309
ORD-W-000192,2024-01-19 11:44:00,CUST-00171,SKU-0035,Nintendo Switch Joy-Con,Gaming Accessories,WEB,instagram_shop,4,77.75,FESTIVE20,62.2,248.8,COD,CONFIRMED,Chennai,South,,Safari,macOS Ventura,SESS-778428
ORD-W-000193,2024-10-15 20:43:00,CUST-00026,SKU-0003,Pixel 8,Mobile Phones,WEB,affiliate,2,763.1,,0.0,1526.2,CREDIT_CARD,RETURNED,Pune,West,2024-10-16,Safari,macOS Ventura,SESS-635482
ORD-W-000194,2024-10-24 22:36:00,CUST-00039,SKU-0036,Whey Protein 5lb,Health & Fitness,WEB,affiliate,1,56.61,,0.0,56.61,COD,DELIVERED,Lucknow,North,2024-10-29,Safari,Windows 11,SESS-606222
ORD-W-000195,2024-07-31 02:07:00,CUST-00134,SKU-0019,Zara Trench Coat,Apparel,WEB,own_website,3,123.9,,0.0,371.7,EMI,SHIPPED,Ahmedabad,West,2024-08-02,Edge,Ubuntu 22.04,SESS-599292
ORD-W-000196,2024-12-22 14:20:00,CUST-00028,SKU-0029,Dune,Books,WEB,own_website,1,18.95,FESTIVE20,3.79,15.16,COD,PLACED,Kolkata,East,,Firefox,macOS Ventura,SESS-641058
ORD-W-000197,2024-03-22 10:35:00,CUST-00102,SKU-0036,Whey Protein 5lb,Health & Fitness,WEB,google_shopping,1,57.93,,0.0,57.93,COD,DELIVERED,Bangalore,South,2024-03-26,Chrome,macOS Sonoma,SESS-306909
ORD-W-000198,2024-08-07 12:00:00,CUST-00084,SKU-0038,Yoga Mat,Health & Fitness,WEB,instagram_shop,2,31.55,FESTIVE20,12.62,50.48,DEBIT_CARD,DELIVERED,Jaipur,North,2024-08-10,Firefox,Windows 10,SESS-219490
ORD-W-000199,2024-09-07 16:40:00,CUST-00159,SKU-0043,Hair Dryer Pro,Beauty & Personal Care,WEB,facebook_shop,1,52.09,,0.0,52.09,UPI,DELIVERED,Kolkata,East,2024-09-11,Firefox,Ubuntu 22.04,SESS-744333
ORD-W-000200,2024-12-10 04:20:00,CUST-00108,SKU-0006,MacBook Pro M3,Laptops,WEB,affiliate,0,2314.94,NEWUSER15,347.24,1967.7,WALLET,SHIPPED,Bangalore,South,2024-12-14,Opera,macOS Ventura,SESS-702727
